"locality";"locationID";"higherGeography";"MRGID";"placeType";"latitude";"longitude";"minLongitude";"maxLongitude";"minLatitude";"maxLatitude"
"Baleares coast";"http://marineregions.org/mrgid/48784";"Spain";48784;"Coast";;;;;;
"Zandvoorde";"http://marineregions.org/mrgid/2529";"Belgium";2529;"Deelgemeente";"51.2";"2.966666";;;;
"Lorneville Harbour";"http://marineregions.org/mrgid/21396";"Canada";21396;"Harbour";"45.202947";"-66.148735";;;;
"L'Etang";"http://marineregions.org/mrgid/21391";"Canada";21391;"Lake";"49.075";"-70.766667";"-70.75";"-70.78";"49.06";"49.07"
"Owen Basin";"http://marineregions.org/mrgid/21409";"Canada";21409;"Basin";"44.883333";"-66.866667";;;;
"Goote Bank";"http://marineregions.org/mrgid/2439";"North Sea";2439;"Sandbank";"51.44844";"2.821148";"2.677109";"2.965188";"51.4014";"51.49548"
"Goote Bank";"http://marineregions.org/mrgid/2439";"Belgium";2439;"Sandbank";"51.44844";"2.821148";"2.677109";"2.965188";"51.4014";"51.49548"
"Deadmans Harbour";"http://marineregions.org/mrgid/21374";"Canada";21374;"Harbour";"45.052853";"-66.767631";;;;
"Hardwood Island";"http://marineregions.org/mrgid/21383";"Canada";21383;"Island";"45.604621";"-67.550098";"-67.53";"-67.56";"45.59";"45.62"
"Clam Cove";"http://marineregions.org/mrgid/21373";"Canada";21373;"Cove";"44.963987";"-67.011633";;;;
"OSPAR Region I (Arctic)";"http://marineregions.org/mrgid/33321";"North Atlantic Ocean";33321;"OSPAR Region";"73.398625";"-1.414993";;;;
"OSPAR Region II (Greater North Sea)";"http://marineregions.org/mrgid/33322";"North Atlantic Ocean";33322;"OSPAR Region";"54.45827";"2.207731";;;;
"OSPAR Region III (Celtic Seas)";"http://marineregions.org/mrgid/33323";"North Atlantic Ocean";33323;"OSPAR Region";"52.747136";"-7.508971";;;;
"OSPAR Region IV (Bay of Biscay/Golfe de Gascogne & Iberian coasts)";"http://marineregions.org/mrgid/33324";"North Atlantic Ocean";33324;"OSPAR Region";"43.541181";"-7.429506";;;;
"Saint Croix";"http://marineregions.org/mrgid/21421";"Canada";21421;"Stream";"45.00469";"-64.134156";;;;
"Indian Island";"http://marineregions.org/mrgid/21384";"Canada";21384;"Island";"44.92982";"-66.969435";"-66.98";"-66.96";"44.92";"44.95"
"Brier Island";"http://marineregions.org/mrgid/21369";"Canada";21369;"Island";"44.259135";"-66.362226";"-66.3956";"-66.3424";"44.23313";"44.28912"
"Bar Road";"http://marineregions.org/mrgid/21362";"Canada";21362;"Region";"45.097542";"-67.055755";;;;
"Minister's Island";"http://marineregions.org/mrgid/21399";"Canada";21399;"Island";"45.105";"-67.046944";"-67.05";"-67.03";"45.09";"45.12"
"Gulf of St-Malo";"http://marineregions.org/mrgid/14625";"English Channel";14625;"Bay";"48.9";"-2.1";"-3.14";"-1.53";"48.49";"49.54"
"Sam Orr Pond";"http://marineregions.org/mrgid/21416";"Canada";21416;"Reservoir";"45.162848";"-67.043533";;;;
"East Coast of United States of America";"http://marineregions.org/mrgid/14911";"United States";14911;"Coast";"36";"-76";;;;
"Maltese part of the Mediterranean Sea - Eastern Basin";"http://marineregions.org/mrgid/25190";"Mediterranean Sea - Eastern Basin";25190;"Marine Region";"35.295564";"15.294187";"13.41276";"18.057795";"34.498055";"36.551343"
"Italian part of the Ionian Sea";"http://marineregions.org/mrgid/25623";"Ionian Sea";25623;"Marine Region";"38.200462";"17.228776";"15.081391";"18.926667";"36.534757";"40.520482"
"Izmir Bay";"http://marineregions.org/mrgid/3853";"Aegean Sea";3853;"Bay";"38.5094444444444";"26.7488888888889";"26.745";"26.72";"38.49";"38.515"
"Westkust";"http://marineregions.org/mrgid/2554";"Belgium";2554;"Coast";"51.15";"2.7";;;;
"North Coast of Tunisia";"http://marineregions.org/mrgid/26734";"Tunisia";26734;"Coast";"37.18";"9.91";;;;
"Boughrara Lagoon";"http://marineregions.org/mrgid/26707";"Tunisia";26707;"Lagoon";"33.59128";"10.81145";"11";"10.63";"33.46";"33.75"
"Gulf of Goletta";"http://marineregions.org/mrgid/17608";"Mediterranean Sea - Western Basin";17608;"Gulf";"36.81464";"10.3129";;;;
"Menzel Jemil";"http://marineregions.org/mrgid/26728";"Tunisia";26728;"Inhabited Place";"37.23";"9.91";;;;
"Dievegatkreek";"http://marineregions.org/mrgid/14294";"Netherlands";14294;"River";"51.0333333333333";"3.375";;;;
"Het Zwin";"http://marineregions.org/mrgid/14286";"Netherlands";14286;"Estuary";"51.368719";"3.368281";;;;
"South Wales";"http://marineregions.org/mrgid/14314";"United Kingdom";14314;"General Region";;;;;;
"Monastir Bay";"http://marineregions.org/mrgid/26730";"Mediterranean Sea - Eastern Basin";26730;"Bay";"35.71651";"10.87804";;;;
"Ghar El Melh lagoon";"http://marineregions.org/mrgid/26716";"Tunisia";26716;"Lagoon";"37.133333";"10.19167";"10.133333";"10.25";"37.1";"37.166667"
"Tunis Lagoon";"http://marineregions.org/mrgid/26746";"Tunisia";26746;"Lagoon";"36.81944";"10.24694";"10.31";"10.18";"36.78";"36.86"
"Mellah lagoon";"http://marineregions.org/mrgid/26726";"Algeria";26726;"Lagoon";"36.75694";"8.422222";;;;
"North Portugal";"http://marineregions.org/mrgid/15225";"Portugal";15225;"General Region";"41.82";"-8.65";;;;
"Cabo Verde";"http://marineregions.org/mrgid/21175";;21175;"Archipelago";"16";"-24";"-21.97266";"-26.45508";"14.24309";"18.07276"
"Senegal";"http://marineregions.org/mrgid/2225";"Senegal";2225;"Nation";"14.49618";"-14.45135";"-17.53278";"-11.36993";"12.30175";"16.69062"
"South West Coast of Apulia";"http://marineregions.org/mrgid/3504";"Italy";3504;"Region";"40.96395";"16.72705";"14.9341";"18.52";"39.7884";"42.1395"
"Zembra";"http://marineregions.org/mrgid/26744";"Tunisia";26744;"Island";"37.136111";"10.808889";"10.85";"10.78";"37.1";"37.16"
"Saint John Harbour";"http://marineregions.org/mrgid/21415";"Canada";21415;"Harbour";"45.2539";"-66.032045";;;;
"Western Passage";"http://marineregions.org/mrgid/21425";"Canada";21425;"Passage";"47.5741667";"-59.0138889";;;;
"Brandy Cove";"http://marineregions.org/mrgid/18790";"Canada";18790;"Cove";"44.967616";"-66.701983";;;;
"Dakar";"http://marineregions.org/mrgid/8950";"Senegal";8950;"Inhabited Place";"14.7166666666667";"-17.4666";;;;
"Bizerte Lagoon";"http://marineregions.org/mrgid/26705";"Tunisia";26705;"Lagoon";"37.189";"9.8545";"9.96";"9.78";"37.12";"37.25"
"Gulf of Guinea Central";"http://marineregions.org/mrgid/21878";;21878;"Marine Ecoregion of the World (MEOW)";"4.82863";"6.64721";;;;
"Gulf of Guinea";"http://marineregions.org/mrgid/21767";;21767;"Marine Province";"1.22974";"2.3414";;;;
"Santa Helena";"http://marineregions.org/mrgid/8619";"South Atlantic Ocean";8619;"Dependent State";"-15.96285";"-5.719032";"-5.792782";"-5.645282";"-16.02195";"-15.90376"
"Ascensión";"http://marineregions.org/mrgid/8620";;8620;"Dependency";"-7.95";"-14.3666666666667";;;;
"Tropical American Coast";"http://marineregions.org/mrgid/9267";;9267;"Coast";"3.3";"-51";;;;
"Tristan Da Cunha Exclusive Economic Zone";"http://marineregions.org/mrgid/8382";"South Atlantic Ocean";8382;"EEZ";"-38.7619";"-11.20987";"-16.88728";"-5.5105";"-43.70774";"-33.72202"
"East Coast of South Africa";"http://marineregions.org/mrgid/9235";"South Africa";9235;"Coast";"-30.7";"30.52";;;;
"South Coast of South Africa";"http://marineregions.org/mrgid/9253";"South Africa";9253;"Coast";"-34";"22.2";;;;
"Spanish part of the Strait of Gibraltar";"http://marineregions.org/mrgid/25600";"Strait of Gibraltar";25600;"Marine Region";"36.032426";"-5.706728";"-6.032673";"-5.307646";"35.885791";"36.184436"
"Cape Verde";"http://marineregions.org/mrgid/22204";"North Atlantic Ocean";22204;"Archipelago";"15.9167";"-24.0833";"-21.81";"-26.4";"14.36";"17.78"
"West Morocco";"http://marineregions.org/mrgid/9260";"Morocco";9260;"General Region";"30";"-9.5";;;;
"Mispec";"http://marineregions.org/mrgid/21400";"Canada";21400;"Stream";"45.21519";"-65.944097";;;;
"Saint Martins";"http://marineregions.org/mrgid/21423";"Canada";21423;"Inhabited Place";"45.433333";"-65.416667";;;;
"Greens Point";"http://marineregions.org/mrgid/21381";"Canada";21381;"Point";"45.038347";"-66.891947";;;;
"Indian Point";"http://marineregions.org/mrgid/21385";"Canada";21385;"Island";"45.66616";"-68.86643";"-68.86597";"-68.86844";"45.66527";"45.66808"
"Bocabec Cove";"http://marineregions.org/mrgid/21368";"Canada";21368;"Cove";"45.16237";"-67.027262";;;;
"Navy Island";"http://marineregions.org/mrgid/21403";"Canada";21403;"Island";"44.698486";"-63.619426";;;;
"East Hinder";"http://marineregions.org/mrgid/2432";"North Sea";2432;"Shoal";"51.583333";"2.666667";"2.524019";"2.702481";"51.38524";"51.66504"
"East Hinder";"http://marineregions.org/mrgid/2432";"Belgium";2432;"Shoal";"51.583333";"2.666667";"2.524019";"2.702481";"51.38524";"51.66504"
"Ruytingen Pas";"http://marineregions.org/mrgid/4680";"North Sea";4680;"Swale";"51.1922222222222";"2.19";;;;
"Shipwash";"http://marineregions.org/mrgid/17857";"English Channel";17857;"Shoal";"51.95";"1.61667";;;;
"Namibian part of the South Atlantic Ocean";"http://marineregions.org/mrgid/25515";"South Atlantic Ocean";25515;"Marine Region";"-23.645621";"12.288475";"8.243504";"16.489591";"-30.635803";"-17.249776"
"New River Beach";"http://marineregions.org/mrgid/21404";"Canada";21404;"Beach";"45.135831";"-66.532405";;;;
"Saint Andrews";"http://marineregions.org/mrgid/18794";"Canada";18794;"Inhabited Place";"45.079907";"-67.058373";;;;
"Langebaan Lagoon";"http://marineregions.org/mrgid/9019";"South Africa";9019;"Lagoon";"-33.04";"18";"18.15";"18";"-33.2";"-33.08"
"Lanzarote";"http://marineregions.org/mrgid/3755";"North Atlantic Ocean";3755;"Island";"29.03845";"-13.6508";"-13.8817";"-13.4199";"28.8384";"29.2385"
"Langebaan Bay";"http://marineregions.org/mrgid/9019";"South Africa";9019;"Lagoon";"-33.04";"18";"18.15";"18";"-33.2";"-33.08"
"Berg Rivier";"http://marineregions.org/mrgid/17396";"South Africa";17396;"River";"-32.93333";"18.63333";;;;
"Algiers Bay";"http://marineregions.org/mrgid/3885";"Mediterranean Sea - Western Basin";3885;"Bay";"36.7736111111111";"3.14027777777778";"3.26";"3.04";"36.72";"36.83"
"Jijel";"http://marineregions.org/mrgid/25967";"Algeria";25967;"Province (administrative)";"36.719";"5.986";;;;
"New River";"http://marineregions.org/mrgid/21405";"Canada";21405;"Stream";"45.133333";"-66.55";;;;
"OSPAR Region V (Wider Atlantic)";"http://marineregions.org/mrgid/33325";"North Atlantic Ocean";33325;"OSPAR Region";"47.906168";"-25.898625";;;;
"Anse de Belliveau";"http://marineregions.org/mrgid/21363";;21363;"Cove";"47.03833";"-56.25389";;;;
"Mistake Cove";"http://marineregions.org/mrgid/21401";"Canada";21401;"Cove";"45.544056";"-66.046739";;;;
"Browns Flat";"http://marineregions.org/mrgid/21370";"Canada";21370;"Commune";"45.472126";"-66.134645";;;;
"Oak Point";"http://marineregions.org/mrgid/21407";"Canada";21407;"Point";;;;;;
"Estonia";"http://marineregions.org/mrgid/2110";"Estonia";2110;"Nation";"58.5975";"24.98635";"21.7626";"28.2101";"57.51";"59.685"
"German part of the Baltic Sea";"http://marineregions.org/mrgid/25679";"Baltic Sea";25679;"Marine Region";"54.461594";"12.762579";"9.845555";"14.75";"53.697355";"55.021361"
"San Francisco Bay";"http://marineregions.org/mrgid/14900";"North Pacific Ocean";14900;"Bay";"37.6511";"-122.9284";"-122.34";"-123.01";"37.53";"38.04"
"North Coast of Scotland";"http://marineregions.org/mrgid/17981";"United Kingdom";17981;"Coast";"58.55";"-4.2";;;;
"Digdeguash Estuary";"http://marineregions.org/mrgid/21377";"Canada";21377;"Estuary";"45.1501";"-66.9656";;;;
"Tongue Shoal";"http://marineregions.org/mrgid/21424";"Canada";21424;"Shoal";"45.063791";"-67.016266";;;;
"Baie de Quiberon";"http://marineregions.org/mrgid/14283";"Bay of Biscay";14283;"Bay";"47.52";"-3.07";"-2.8";"-3.16";"47.45";"47.59"
"Tenerife";"http://marineregions.org/mrgid/3756";"North Atlantic Ocean";3756;"Island";"28.29335";"-16.5221";"-16.9249";"-16.1193";"27.9985";"28.5882"
"Sakhalin";"http://marineregions.org/mrgid/8907";;8907;"Island";"51";"143";;;;
"Island of Banié";"http://marineregions.org/mrgid/9215";"Gabon";9215;"Island";"0.4975";"9.32027777777778";;;;
"Komo estuary";"http://marineregions.org/mrgid/9217";"Gulf of Guinea";9217;"Estuary";"0.233333";"9.482222";;;;
"Spanish part of Gulf of Cadiz";"http://marineregions.org/mrgid/48987";"North Atlantic Ocean";48987;"Gulf";;;;;;
"Spanish part of the Mediterranean Sea - Western Basin";"http://marineregions.org/mrgid/25186";"Mediterranean Sea - Western Basin";25186;"Marine Region";"39.292708";"3.047244";"-2.192082";"6.3";"36.174195";"42.759722"
"Italian part of the Mediterranean Sea - Western Basin";"http://marineregions.org/mrgid/25181";"Mediterranean Sea - Western Basin";25181;"Marine Region";"43.386313";"8.007987";"7.531703";"8.586437";"43.045024";"43.782045"
"Italian part of the Tyrrhenian Sea";"http://marineregions.org/mrgid/25611";"Tyrrhenian Sea";25611;"Marine Region";"40.05807";"12.23263";"8.646391";"16.221109";"37.803254";"44.085236"
"Seeleys Cove";"http://marineregions.org/mrgid/21418";"Canada";21418;"Cove";"45.083333";"-66.65";;;;
"Murman Coast";"http://marineregions.org/mrgid/17751";;17751;"Coast";"68.66667";"37.5";;;;
"Mussulo";"http://marineregions.org/mrgid/9126";"Angola";9126;"Town";"-8.8905";"13.1313";;;;
"Lago Sebkha (Mauritania)";"http://marineregions.org/mrgid/9218";"North Atlantic Ocean";9218;"Lagoon";"18.3772";"-16.0167";;;;
"Monastir";"http://marineregions.org/mrgid/26040";"Tunisia";26040;"Governorate";"35.652";"10.753";;;;
"D. João de Castro Bank";"http://marineregions.org/mrgid/5005";"North Atlantic Ocean";5005;"Bank";"38.216667";"-26.6";;;;
"Spanish part of the Alboran Sea";"http://marineregions.org/mrgid/25604";"Alboran Sea";25604;"Marine Region";"36.24102";"-3.467248";"-5.345837";"-1.727225";"35.662752";"36.840545"
"Heist";"http://marineregions.org/mrgid/18537";"Belgium";18537;"Inhabited Place";"51.35";"3.25";;;;
"Gullivers Head";"http://marineregions.org/mrgid/21382";"Canada";21382;"Headland";"44.615272";"-65.930759";;;;
"Hammamet Gulf";"http://marineregions.org/mrgid/3882";"Mediterranean Sea - Eastern Basin";3882;"Gulf";"36.1325";"10.6766666666667";"10.34";"10.93";"35.76";"36.5"
"Zarzis";"http://marineregions.org/mrgid/26743";"Tunisia";26743;"Inhabited Place";"33.5";"11.116667";;;;
"Ghannouch";"http://marineregions.org/mrgid/26715";"Tunisia";26715;"Inhabited Place";"33.93";"10.07";;;;
"Birch Cove";"http://marineregions.org/mrgid/21365";"Canada";21365;"Cove";"44.682877";"-63.656445";;;;
"Poland";"http://marineregions.org/mrgid/2244";"Poland";2244;"Nation";"51.9187";"19.13585";"14.123";"24.1487";"49.0029";"54.8345"
"Coast of Ireland";"http://marineregions.org/mrgid/14836";"Ireland";14836;"Coast";"52.254588";"-9.825903";"-10.662878";"-5.993441";"51.41966";"55.450395"
"Baltic Sea East";"http://marineregions.org/mrgid/17386";"Baltic Sea";17386;"General Sea Area";"59";"20";;;;
"Valparaiso (city)";"http://marineregions.org/mrgid/22184";;22184;"City";"-33.05";"-71.616667";;;;
"Tristan da Cunha";"http://marineregions.org/mrgid/8621";"South Atlantic Ocean";8621;"Dependency";"-37.116667";"-12.283333";;;;
"Campbell Island";"http://marineregions.org/mrgid/14798";"South Pacific Ocean";14798;"Possession";"-52.5535";"169.1484";;;;
"Gough Island";"http://marineregions.org/mrgid/17602";"South Atlantic Ocean";17602;"Island";"-40.33333";"-10";"-9.84";"-10.05";"-40.38";"-40.25"
"Snares Islands";"http://marineregions.org/mrgid/31190";"New Zealand";31190;"Island";"-48.037655";"166.551859";;;;
"Belarus";"http://marineregions.org/mrgid/2141";"Belarus";2141;"Nation";"53.71765";"27.97935";"23.18";"32.7787";"51.263";"56.1723"
"Moroccan part of the Strait of Gibraltar";"http://marineregions.org/mrgid/25599";"Strait of Gibraltar";25599;"Marine Region";"35.888534";"-5.704212";"-5.967555";"-5.375068";"35.790645";"35.996262"
"Neotropical";"http://marineregions.org/mrgid/48566";;48566;"FADA Faunistic Regions";"-9.049797";"-64.427121";"-109.459054";"-34.555074";"-59.995147";"36.751344"
"Palaearctic";"http://marineregions.org/mrgid/48568";;48568;"FADA Faunistic Regions";"57.013529";"66.615412";"-60.319784";"179.953994";"20.738594";"89.990288"
"Afrotropical";"http://marineregions.org/mrgid/48562";;48562;"FADA Faunistic Regions";"-5.015198";"14.682102";"-52.728976";"74.632861";"-41.637433";"28.148911"
"Nearctic";"http://marineregions.org/mrgid/48565";;48565;"FADA Faunistic Regions";"61.100745";"-102.748162";"-180";"6.328128";"22.145572";"89.991353"
"Zandkreeksluis";"http://marineregions.org/mrgid/17938";;17938;"Sluice";"51.549999237061";"3.9000000953674";;;;
"Nieuwe Waterweg";"http://marineregions.org/mrgid/17765";"Netherlands";17765;"Channel";"51.98333";"4.2";;;;
"Maasvlakte";"http://marineregions.org/mrgid/17713";"Netherlands";17713;"Harbour";"51.95";"4.05";;;;
"Oosterland";"http://marineregions.org/mrgid/14649";"Netherlands";14649;"Town";"52.93";"5.02";;;;
"Verdronken land van Saeftinghe";"http://marineregions.org/mrgid/4803";"North Sea";4803;"Salt Marsh";"51.3566";"4.1569";;;;
"Cawsand";"http://marineregions.org/mrgid/14728";"United Kingdom";14728;"Town";"50.329";"-4.2018";;;;
"Yealm, mouth of river";"http://marineregions.org/mrgid/17934";"United Kingdom";17934;"Estuary";"50.349998474121";"-4.0333333015442";;;;
"Clogher";"http://marineregions.org/mrgid/17446";"Ireland";17446;"Town";"52.15528";"-10.45722";"-10.45";"-10.46";"52.15";"52.16"
"Loring Cove";"http://marineregions.org/mrgid/21395";"United States";21395;"Cove";"45.01647";"-67.07581";;;;
"German part of the North Sea";"http://marineregions.org/mrgid/22762";"North Sea";22762;"Marine Region";"54.59282";"6.78346";;;;
"Dover Strait";"http://marineregions.org/mrgid/2375";;2375;"Strait";"51.0366666666667";"1.54861111111111";"0.238905863";"2.744909289";"49.71788333";"51.78156033"
"Wilhelm II Land";"http://marineregions.org/mrgid/13890";;13890;"Land";"-67";"90";;;;
"Great Britain";"http://marineregions.org/mrgid/47642";;47642;"TDWG - level 3";"54.008108128871";"-2.5565347653861";"-8.62138938900904";"1.74944424615506";"49.9116592410812";"60.8444442751832"
"Crete";"http://marineregions.org/mrgid/3338";;3338;"Island";"35.3077";"24.91505";"23.5129";"26.3172";"34.9211";"35.6943"
"Green Island";"http://marineregions.org/mrgid/20617";;20617;"Island";"58.52694";"-152.66472";"-152.66";"-152.67";"58.52";"58.53"
"Eastport";"http://marineregions.org/mrgid/24617";;24617;"Inhabited Place";"44.913611";"-67.003889";;;;
"Pointe Noire (Congo)";"http://marineregions.org/mrgid/9205";"Republic of the Congo";9205;"Department";"-4.7333";"11.8833333333333";;;;
"Greek part of the Mediterranean Sea - Eastern Basin";"http://marineregions.org/mrgid/25195";"Mediterranean Sea - Eastern Basin";25195;"Marine Region";"34.931725";"24.654038";"18.261667";"30.224295";"33.262084";"36.805827"
"Virginia";"http://marineregions.org/mrgid/18956";;18956;"State";"37";"-80";;;;
"Cocos Islands";"http://marineregions.org/mrgid/21970";;21970;"Marine Ecoregion of the World (MEOW)";"5.2233";"-87.3684";;;;
"Gulf of Maine/Bay of Fundy";"http://marineregions.org/mrgid/21849";;21849;"Marine Ecoregion of the World (MEOW)";"43.3988";"-68.2239";;;;
"Gulf of St. Lawrence - Eastern Scotian Shelf";"http://marineregions.org/mrgid/21848";;21848;"Marine Ecoregion of the World (MEOW)";"48.5439";"-64.5317";;;;
"Southern Grand Banks - South Newfoundland";"http://marineregions.org/mrgid/21856";;21856;"Marine Ecoregion of the World (MEOW)";"46.3333";"-50.723";;;;
"West Greenland Shelf";"http://marineregions.org/mrgid/21816";;21816;"Marine Ecoregion of the World (MEOW)";"68.7442";"-53.7997";;;;
"Northern Norway and Finnmark";"http://marineregions.org/mrgid/21906";;21906;"Marine Ecoregion of the World (MEOW)";"69.611";"22.893";;;;
"White Sea";"http://marineregions.org/mrgid/21813";;21813;"Marine Ecoregion of the World (MEOW)";"65.6201";"37.0204";;;;
"Kara Sea";"http://marineregions.org/mrgid/21828";;21828;"Marine Ecoregion of the World (MEOW)";"74.5393";"81.424";;;;
"Northern Labrador";"http://marineregions.org/mrgid/21817";;21817;"Marine Ecoregion of the World (MEOW)";"61.6443";"-63.296";;;;
"Laptev Sea";"http://marineregions.org/mrgid/21819";;21819;"Marine Ecoregion of the World (MEOW)";"73.4045";"122.959";;;;
"Eastern Bering Sea";"http://marineregions.org/mrgid/21826";;21826;"Marine Ecoregion of the World (MEOW)";"61.3257";"-130.528";;;;
"Channels and Fjords of Southern Chile";"http://marineregions.org/mrgid/21888";;21888;"Marine Ecoregion of the World (MEOW)";"-53.3933";"-71.5449";;;;
"Ionian Sea";"http://marineregions.org/mrgid/21901";;21901;"Marine Ecoregion of the World (MEOW)";"37.3073";"18.2869";;;;
"Gulf of Guinea West";"http://marineregions.org/mrgid/21873";;21873;"Marine Ecoregion of the World (MEOW)";"7.81853";"-12.7763";;;;
"Seychelles";"http://marineregions.org/mrgid/22028";;22028;"Marine Ecoregion of the World (MEOW)";"-6.94664";"52.2534";;;;
"South and West Iceland";"http://marineregions.org/mrgid/21910";;21910;"Marine Ecoregion of the World (MEOW)";"63.4719";"-19.8494";;;;
"Russian Exclusive economic Zone [Pacific part]";"http://marineregions.org/mrgid/8764";"North Pacific Ocean";8764;"Marine Region";"53.40875";"155.10526";;;;
"Congolese Exclusive Economic Zone";"http://marineregions.org/mrgid/8394";"Republic of the Congo";8394;"EEZ";"-5.33648";"10.59577";"8.91135";"12.00958";"-6.73445";"-3.92522"
"Angolan";"http://marineregions.org/mrgid/21876";;21876;"Marine Ecoregion of the World (MEOW)";"-11.0841";"13.1444";;;;
"Indonesian Exclusive Economic Zone";"http://marineregions.org/mrgid/8492";"Indonesia";8492;"EEZ";"-3.30391";"117.89096";"92.0506";"141.4";"-13.94214";"7.78333"
"Sea of Okhotsk";"http://marineregions.org/mrgid/21845";;21845;"Marine Ecoregion of the World (MEOW)";"58.2658";"147.838";;;;
"Kerguelen Islands";"http://marineregions.org/mrgid/21956";;21956;"Marine Ecoregion of the World (MEOW)";"-49.0599";"69.3209";;;;
"Panama Bight";"http://marineregions.org/mrgid/21972";;21972;"Marine Ecoregion of the World (MEOW)";"3.44715";"-78.9136";;;;
"Northern Gulf of Mexico";"http://marineregions.org/mrgid/22002";;22002;"Marine Ecoregion of the World (MEOW)";"29.092";"-92.1994";;;;
"Eastern Brazil";"http://marineregions.org/mrgid/21990";;21990;"Marine Ecoregion of the World (MEOW)";"-18.3726";"-38.928";;;;
"North and East Barents Sea";"http://marineregions.org/mrgid/21814";;21814;"Marine Ecoregion of the World (MEOW)";"76.6865";"40.4061";;;;
"East China Sea";"http://marineregions.org/mrgid/22004";;22004;"Marine Ecoregion of the World (MEOW)";"29.4675";"122.308";;;;
"South India and Sri Lanka";"http://marineregions.org/mrgid/22016";;22016;"Marine Ecoregion of the World (MEOW)";"7.02735";"80.4129";;;;
"Eastern India";"http://marineregions.org/mrgid/21831";;21831;"Marine Ecoregion of the World (MEOW)";"16.4391";"81.7629";;;;
"Black Sea";"http://marineregions.org/mrgid/21834";;21834;"Marine Ecoregion of the World (MEOW)";"43.9482";"35.1801";;;;
"Tromsoy";"http://marineregions.org/mrgid/5641";;5641;"Island";"69.6703";"18.9569";"18.8916";"19.0222";"69.6269";"69.7137"
"Baia do Mussulo";"http://marineregions.org/mrgid/9125";"South Atlantic Ocean";9125;"Bay";"-8.98166666666667";"13.0686111111111";"12.95";"13.22";"-9.1";"-8.82"
"Estonian Exclusive Economic Zone";"http://marineregions.org/mrgid/5675";"Baltic Sea";5675;"EEZ";"58.77012";"23.00232";"20.37133";"28.20899";"57.58638";"59.99492"
"São Tomé";"http://marineregions.org/mrgid/9135";"Gulf of Guinea";9135;"Island";"0.21354";"6.61569";"6.465136";"6.766245";"0.018336";"0.408745"
"Principe Archipelagos";"http://marineregions.org/mrgid/9145";"Sao Tome and Principe";9145;"Island";"1.62";"7.39";"7.5";"7.29";"1.52";"1.75"
"Bourrasque (shipwreck)";"http://marineregions.org/mrgid/17409";"Belgium";17409;"Wreck";"51.149";"2.33";;;;
"Yellow Sea";"http://marineregions.org/mrgid/4303";"Yellow Sea";4303;"IHO Sea Area";"36.69709685735";"122.70217134725";"117.5162249802";"127.45887172195";"33.27603387876";"41.15916395195"
"Zumaya";"http://marineregions.org/mrgid/17942";"Spain";17942;"Inhabited Place";"43.29469";"-2.25341";;;;
"Curonian Lagoon";"http://marineregions.org/mrgid/3642";"Baltic Sea";3642;"Lagoon";"55.41666667";"21.11666667";"20.35";"21.48";"54.8";"55.65"
"East Europe";"http://marineregions.org/mrgid/17580";;17580;"General Region";"48";"23";;;;
"Uruguayan Exclusive Economic Zone";"http://marineregions.org/mrgid/8467";;8467;"EEZ";"-35.78927";"-53.32143";"-58.49435";"-50.05938";"-37.85991";"-31.52344"
"Coast of Normandy";"http://marineregions.org/mrgid/17459";;17459;"Coast";"49.366664886475";"-0.64999997615814";;;;
"Algoa Bay";"http://marineregions.org/mrgid/15050";;15050;"Bay";"-33.83";"25.83";"26.53";"25.55";"-34.11";"-33.62"
"Cuxhaven";"http://marineregions.org/mrgid/23601";;23601;"Inhabited Place";"53.87176";"8.69087";;;;
"New York";"http://marineregions.org/mrgid/9076";;9076;"State";"42.76506";"-75.81514";"-79.76348";"-71.8668";"40.51167";"45.01846"
"North West Africa";"http://marineregions.org/mrgid/9251";;9251;"General Region";"23.7";"-3.8";;;;
"Menai Strait and Conwy Bay";"http://marineregions.org/mrgid/29098";;29098;"Natura 2000 Site of Community Importance (SCI, EU Habitats Directive)";"53.310083";"-4.020731";;;;
"Galloper";"http://marineregions.org/mrgid/17591";"North Sea";17591;"Shoal";"51.76667";"1.95";;;;
"Chausey Isles";"http://marineregions.org/mrgid/15102";;15102;"Archipelago";"48.8";"-1.8";"-1.68";"-1.93";"48.83";"48.94"
"French part of the North Atlantic Ocean";"http://marineregions.org/mrgid/25360";"North Atlantic Ocean";25360;"Marine Region";"46.59652";"-7.78194";"-9.855566";"-5.514417";"45.429383";"47.88402"
"French part of the North Sea";"http://marineregions.org/mrgid/25234";"North Sea";25234;"Marine Region";"51.18799";"2.104363";"1.546078";"2.543611";"50.937058";"51.557769"
"Gulf of California";"http://marineregions.org/mrgid/4314";"Gulf of California";4314;"IHO Sea Area";"26.88455782617";"-110.9747075795";"-115.03601205391";"-106.7850719686";"22.87876534474";"31.94955372772"
"Gulf of Bothnia";"http://marineregions.org/mrgid/2402";"Gulf of Bothnia";2402;"IHO Sea Area";"62.63224634388";"20.77188093442";"17.03891694506";"25.48657846422";"59.72087454752";"67.08058834048"
"Mediterranean Sea - Eastern Basin";"http://marineregions.org/mrgid/4280";"Mediterranean Sea - Eastern Basin";4280;"IHO Sea Area";"34.07506909285";"23.16774074437";"10.01584875592";"36.21572947504";"30.06808678052";"37.80146145778"
"Ecuador";"http://marineregions.org/mrgid/2166";"Ecuador";2166;"Nation";"-1.781263";"-83.44037";"-91.66389";"-75.21684";"-5.000309";"1.437782"
